Name,RotP
HD 70862,4.427867165756153
HD 70870,0.11123607958510785
HD 70889,13.063709913258995
HD 70896,4.519257533379403
HD 70954,1.9843160121229724
HD 71053,16.446909292721568
HD 71142,8.446729709340548
HD 71222,3.263985553735932
HD 71252,1.1493557132330183
HD 71277,1.0910909273912188
HD 71399,1.6633304406146847
HD 71407,2.256239965303775
HD 71640,7.09950198574374
HD 71713,1.9469219749900304
HD 71755,6.180646037591074
HD 72172,2.1367922963057886
HD 72266,0.12808227369800862
HD 72528,10.003761169633886
HD 72780,4.662850694828625
HD 72854,0.7954940334513593
HD 73121,0.5359534249049765
HD 73145,3.1518786902303497
HD 73217,1.306384259761106
HD 73301,13.211213082064802
HD 73344,8.465321936888419
HD 73400,5.963450362588567
HD 73465,1.411013704845565
HD 73504,2.4724350267937116
HD 73736,1.1892345066140615
HD 73835,11.093156425617536
HD 74011,11.055033301299957
HD 74360,12.88696123070562
HD 74361,3.6646145187130883
HD 74546,2.1240669334377587
HD 74704,2.0001182442412584
HD 74868,2.9711295376297944
HD 74894,2.8531732313138467
HD 75289,2.3776652692283107
HD 75320,3.8764427859644726
HD 75328,0.007782732482447309
HD 75370,1.7654365155649252
HD 75487,4.07205502955399
HD 75596,3.5902864119971003
HD 75615,3.434401167265648
HD 75616,4.202107891243891
HD 75653,1.9345258543183534
HD 75719,2.7839802318494535
HD 75775,13.08279052413514
HD 75786,4.78048228877641
HD 75881,5.6822644850626975
HD 75908,3.200252052778131
HD 76102,4.426381002262383
HD 76116,11.051539892501347
HD 76188,3.559906633491578
HD 76272,5.000499433178107
HD 76300,2.9204927364389923
HD 76318,1.0407537499406878
HD 76333,100.0
HD 76350,100.0
HD 76601,10.647907880685645
HD 76735,1.581153254480788
HD 76766,2.4693511509539903
HD 76910,2.991737991727037
HD 76913,2.791828872246454
HD 77092,1.8628564677983201
HD 77134,4.429054491330221
HD 77165,3.0741356792495482
HD 77408,6.398629561559014
HD 77556,4.818028606276892
HD 77724,4.072018813752122
HD 77832,1.5185434268089943
HD 77836,10.17973905692131
HD 77967,4.818042360124221
HD 77999,1.310739441462071
HD 78091,100.0
HD 78138,1.448309068980174
HD 78252,4.594485864107566
HD 78255,3.232994026426024
HD 78274,4.817397651349301
HD 78301,4.118651780213157
HD 78364,2.781148736119038
HD 78388,0.11083293391038213
HD 78413,0.6093880626333186
HD 78543,1.6645350804002843
HD 78737,7.94693157619999
HD 78777,3.2330041080568233
HD 78820,4.647276089989265
HD 78971,4.590232007018966
HD 79337,2.175694159945549
HD 79392,2.8257527165764453
HD 79499,12.436374238346044
HD 79550,3.9460737060309223
HD 79678,4.99582841976876
HD 79743,23.419379446397404
HD 79915,2.507057225490524
HD 79966,0.24297856829246303
HD 80042,4.817426229738261
HD 80263,1.243325516203016
HD 80509,3.385782030959765
HD 80654,4.44023829824472
HD 80670,4.4001361314020375
HD 80685,4.614297010956776
HD 80719,4.1403819986970865
HD 80743,12.023910939189209
HD 80913,4.524830872202326
HD 81178,5.268570915772215
HD 81246,3.303933695616224
HD 81298,1.5293513917094261
HD 81302,13.069676136858478
HD 81409,1.1827267938426929
HD 81437,2.3325422197057892
HD 81464,2.7857153476854952
HD 81548,3.854698016898872
HD 81764,4.074684811643913
HD 81863,4.614312220344354
HD 81881,5.068484384411528
HD 82089,2.9917700449217453
HD 82140,28.112993896520432
HD 82164,7.022594816116644
HD 82563,4.922872004901807
HD 82602,2.9693942485792912
HD 82649,3.013690126090624
HD 82690,5.20765970074086
HD 82703,2.903900691688066
HD 82795,4.135360913462597
HD 82839,1.019951431500319
HD 82864,2.5619195308594223
HD 82881,9.882343009761277
HD 82895,7.990501401193426
HD 82943,6.641544014935339
HD 83064,6.236553664828962
HD 83108,1.8437112136527651
HD 83170,2.4617152834935165
HD 83186,2.9693963228280507
HD 83201,4.824873378486986
HD 83342,3.759518577010797
HD 83396,10.228245601835553
HD 83423,4.994135810150496
HD 83451,5.5931213001132125
HD 83525,2.9419575614090476
HD 83683,9.216714293391439
HD 83712,3.339983003189183
HD 83921,3.3039569773375765
HD 84078,0.6003000304224697
HD 84183,5.7340968237199545
HD 84432,3.3375816685315964
HD 84486,2.5055069807988892
HD 84515,1.434373206311007
HD 84558,1.5607096247516086
HD 84580,2.9176620403164346
HD 84616,3.5309224618730313
HD 84674,6.228040313816043
HD 84703,1.3389683841285844
HD 84709,1.1379820585297054
HD 84725,5.44541200908246
HD 84742,0.6609041550014887
HD 84749,4.281973431717547
HD 84850,1.6124526553206977
HD 84869,2.3824622086976874
HD 84952,3.8972212549366256
HD 84963,3.4576638886711115
HD 85030,2.1568789105430377
HD 85076,1.6286946583493456
HD 85087,3.2271117110982215
HD 85198,5.477473128468151
HD 85278,2.804618021932039
HD 85362,4.312752654973656
HD 85398,3.3051283353020224
HD 85402,6.292131346594951
HD 85411,3.3938887888138423
HD 85424,2.388059922369161
HD 85683,4.206684799297233
HD 85745,4.99588859240903
HD 85833,3.1612798459240046
HD 86090,4.224142613243263
HD 86147,2.7322204443590485
HD 86264,2.67510176970957
HD 86414,3.5636868890581406
HD 86560,6.713145309488646
HD 86731,3.556503947183375
HD 86847,5.261465654549342
HD 86884,1.6399055517107108
HD 86917,5.45619850582167
HD 86965,5.849102982590047
HD 86966,6.3966019293134755
HD 86997,0.8000686538042215
HD 87034,0.002777796864938827
HD 87096,5.702181897392751
HD 87123,4.805188563117873
HD 87143,10.842395558438412
HD 87178,2.8150759499388434
HD 87209,0.004769084970125731
HD 87291,1.7994464766313976
HD 87361,3.081191342090381
HD 87367,10.4262417043436
HD 87482,1.4042548395471544
HD 87513,4.614369632239173
HD 87667,10.228301891946124
HD 87717,5.851116103504182
HD 87827,0.703217270385034
HD 87838,3.0040605517951158
HD 88020,0.0883023933887696
HD 88109,5.374243248926982
HD 88224,1.5325973965985213
HD 88248,3.0806812383112705
HD 88354,5.247121354829228
HD 88524,3.9204286329180498
HD 88560,5.477468881461108
HD 88595,1.5200525494353105
HD 88830,0.2605806361105462
HD 88909,4.0961323445431805
HD 88917,10.949611024347945
HD 88972,2.2628689425071853
HD 88984,7.444193018810785
HD 89020,4.456929156417156
HD 89086,2.2038983307836237
HD 89101,0.6371512246561137
HD 89110,10.228657934356974
HD 89163,3.309236218276091
HD 89266,5.513030560286003
HD 89389,2.264953312031511
HD 89417,5.390818662546434
HD 89468,2.264076734405738
HD 89507,1.2055587865206305
HD 89633,66.58402039647635
HD 89708,5.1885357257583
HD 89709,5.713495750420069
HD 89734,2.358761008788959
HD 89747,2.994592081081947
HD 89852,1.282041080107268
HD 90093,5.0055336386147635
HD 90094,5.456250689785579
HD 90103,8.598306776002724
HD 90325,2.8412267461836533
HD 90387,2.3981020105086537
HD 90493,4.222710666641836
HD 90567,5.183671976884051
HD 90652,1.5061694217159434
HD 90789,6.399011960932814
HD 90878,6.794168683950638
HD 90907,1.7970907962554814
HD 90948,4.970022895094972
HD 91231,3.101008156619269
HD 91248,1.6224784823136997
HD 91347,2.661811538715545
HD 91394,4.090754191750808
HD 91455,2.6762130202788357
HD 91546,6.459697249468084
HD 91580,3.3364643669783582
HD 91638,9.123277997513181
HD 91674,1.613484892921212
HD 91707,5.234553411834499
HD 91789,1.7149277543778174
HD 91876,3.423516341957119
HD 92013,1.643316212877481
HD 92080,3.772169849193533
HD 92110,4.826402643139679
HD 92148,2.564347755630072
HD 92215,7.429988757461732
HD 92368,5.6868128830916795
HD 92521,2.4272424914545057
HD 92547,1.4469849617695005
HD 92674,4.271298533108921
HD 92800,1.2015029926301495
HD 92804,4.940664736506568
HD 92860,3.8583498766558693
HD 93046,7.4574628351863
HD 93081,57.05187011792067
HD 93148,1.3805912007385583
HD 93164,3.707775521231208
HD 93213,0.007230103616302535
HD 93283,0.43858513826471646
HD 93372,5.725263370782972
HD 93381,1.5287475010316445
HD 93582,5.851389851826105
HD 93638,0.3604699566586604
HD 93860,3.530986972519859
HD 94012,18.11926438327942
HD 94016,4.776848594861072
HD 94028,3.961338299987457
HD 94162,3.087155348927671
HD 94243,7.014608707127529
HD 94260,5.166375887592404
HD 94291,11.66013902386729
HD 94375,8.548719238622523
HD 94426,3.351380916045405
HD 94444,2.671663043587355
HD 94456,1.626348281070086
HD 94457,2.907664310435603
HD 94458,0.002800411917682781
HD 94461,2.8120214279029194
HD 94467,7.741085782371934
HD 94483,2.469201778070099
HD 94500,3.327492523859219
HD 94512,0.9409051173443855
HD 94706,9.123330163607204
HD 94794,3.5367783051423434
HD 94807,2.4991522132727115
HD 94848,1.6433242937338932
HD 94864,2.7883747650080903
HD 94906,1.1441124804757612
HD 94927,2.623059507615906
HD 94937,2.2958936773135674
HD 94964,3.638974516455898
HD 95025,1.7280751747182594
HD 95211,6.112984968412142
HD 95216,57.05187423818003
HD 95407,5.438636410721614
HD 95422,0.5899574051631502
HD 95518,3.961360328055536
HD 95552,3.845930878751637
HD 95812,3.53077987867869
HD 95938,1.2653992406073422
HD 96080,3.653179150645497
HD 96218,1.8251241862082463
HD 96290,9.074757828192896
HD 96375,0.36495946764716
HD 96417,38.32746290591661
HD 96479,2.6592945595199673
HD 96550,2.152527973449036
HD 96551,10.75186319039422
HD 96574,11.660217557561124
HD 96679,5.0149170458076044
HD 96973,5.851397649149698
HD 97217,4.7472463119944415
HD 97227,6.620359803139067
HD 97249,5.97317425144188
HD 97358,2.808717068236961
HD 97461,4.017229895062833
HD 97657,4.492918268765039
HD 97891,16.661464382666107
HD 97980,3.1070005442977293
HD 98180,1.6579375030907153
HD 98220,3.179967406625202
HD 98271,2.844894155133934
HD 98301,2.9484985952890193
HD 98388,5.476771404504604
HD 98413,0.9177192887060561
HD 98471,5.683121456683659
HD 98563,2.010672749348323
HD 98572,1.5299908674830125
HD 98651,0.5365106111626329
HD 98661,3.5264158808198243
HD 98697,5.969243424199129
HD 98727,5.721565459454701
HD 98753,5.7281111478632605
HD 98823,3.4376295010043303
HD 98861,5.643886589670294
HD 99122,3.304131666889134
HD 99233,9.890984661719928
HD 99251,100.0
HD 99310,4.3594284419497225
HD 99373,3.7309828444730497
HD 99437,4.057408023544246
HD 99532,4.031423520930451
HD 99639,5.532386332748969
HD 99719,2.538380862540113
HD 99915,4.65329628220957
HD 100004,2.782452184981571
HD 100014,4.8777967502446655
HD 100043,1.1012814307851992
HD 100066,1.8214344121141268
HD 100067,9.89435312001376
HD 100081,6.903569560943706
HD 100127,3.3501946011464265
HD 100255,2.0810989254143566
HD 100267,3.07539733953165
HD 100339,7.269249969113682
HD 100372,6.485480372384198
HD 100446,1.0476455136709797
HD 100551,2.875283101912948
HD 100604,3.9813876726968327
HD 100742,3.888558469045593
HD 100910,5.793008438805236
HD 100918,3.1880270892192053
HD 100980,1.6934375009638387
HD 100995,5.427160938711037
HD 101029,3.490930343404147
HD 101091,2.29894734889354
HD 101210,2.8087554843054603
HD 101365,10.585409440487558
HD 101382,3.49103835117924
HD 101416,5.04777631232639
HD 101574,3.6409862303589127
HD 101612,2.783355614746769
HD 101620,3.626958197376106
HD 101642,6.537602129168355
HD 101676,4.8756918031341465
HD 101716,3.112700242649717
HD 101805,3.6767961913040104
HD 101936,9.797644068979016
HD 101941,5.075780486043126
HD 101974,5.075769363555546
HD 102080,4.110952481384614
HD 102165,4.0925244983888485
HD 102300,2.3952579377838896
HD 102346,6.492468637105959
HD 102361,4.4204632674096445
HD 102588,3.1127225231863327
HD 102618,3.881590397535685
HD 102778,3.040850611731648
HD 102826,5.012720582265309
HD 102828,0.6059009463418501
HD 102855,1.3249839371969683
HD 102868,2.240105641407305
HD 103051,4.651124493114219
HD 103150,0.00277783403102066
HD 103248,5.588446878639288
HD 103354,5.060849901464
HD 103461,2.7203920920483307
HD 103474,5.198018933063438
HD 103721,4.460146633486472
HD 103773,3.6507656473281473
HD 103774,4.017291275001601
HD 103799,2.726185425802051
HD 103868,3.6216728488523673
HD 103890,8.53941339129476
HD 103891,1.302139142425055
HD 103933,2.4439621971948426
HD 103975,5.079102283188598
HD 104112,1.9548547664330134
HD 104318,3.280150020145789
HD 104367,0.20052740918933748
HD 104379,3.4674365018809614
HD 104593,4.943177551682468
HD 104634,8.293328183843126
HD 104638,9.899840852126953
HD 104754,
HD 104755,3.9803499009019108
HD 104784,8.297865114005452
HD 104954,3.6235278746685218
HD 104956,0.004832932066817758
HD 104997,5.9022666306788
HD 105000,1.9098695926649847
HD 105060,0.18712675928195402
HD 105123,1.828237656369172
HD 105187,3.9609637407987623
HD 105241,4.968440255081483
HD 105405,3.112732378975858
HD 105485,3.313399552147007
HD 105491,4.397925707316054
HD 105559,0.0232497886055881
HD 105567,7.269357072273587
HD 105577,5.52689159059753
HD 105584,13.977852973684382
HD 105704,2.6845808095591184
HD 105748,4.516586055684304
HD 105919,2.6012864615305165
HD 105938,3.8184461356717234
HD 105989,1.2112143845525989
HD 106105,9.552383861094155
HD 106152,9.927826851568817
HD 106509,6.845069682093186
HD 106510,6.2311355371742945
HD 106691,1.2156394474052907
HD 106909,2.3768662002138674
HD 106952,14.73767775700431
HD 107006,6.606225288341439
HD 107021,3.367004039858946
HD 107086,2.2785348119266353
HD 107224,9.92777173452848
HD 107261,5.671482789822657
HD 107263,6.073331746598771
HD 107303,4.844030673300569
HD 107307,1.5397365017371447
HD 107359,2.601204577094815
HD 107404,3.8886777954358775
HD 107509,0.7054044244601264
HD 107569,4.8631540019402175
HD 107611,2.6942498177819725
HD 107685,2.694261315077624
HD 107746,3.261704070045215
HD 107823,3.5244213566857416
HD 107830,100.0
HD 107845,5.288959024120076
HD 107885,2.7173140281185577
HD 107892,2.015831702169615
HD 107956,1.7631241967898643
HD 107960,1.9791676514376217
HD 108019,3.3998836555626277
HD 108023,0.010771215634888816
HD 108147,3.3012511036847187
HD 108163,2.783396204316299
HD 108177,4.812971457449707
HD 108259,0.6600000731457005
HD 108264,46.35927519666523
HD 108351,7.704689683011081
HD 108435,38.696077776985476
HD 108498,5.079152702248703
HD 108540,4.684018433827561
HD 108637,7.570328428361825
HD 108684,4.869688475956255
HD 108807,3.658379732203214
HD 108846,3.3635768822196708
HD 108956,5.0478678153141745
HD 108976,2.5397960956113272
HD 109034,1.4564276470305162
HD 109078,4.21036400763831
HD 109135,4.352181522738999
HD 109154,5.14673910270591
HD 109303,0.0031836902191332396
HD 109331,6.165354596701888
HD 109344,4.650975049342951
HD 109464,5.216162311369776
HD 109475,1.551227002897195
HD 109542,0.0415755721977673
HD 109552,6.508313450309371
HD 109590,2.146754491885915
HD 109756,100.0
HD 109839,2.7949637817368567
HD 109843,3.0550518656713117
HD 110134,4.092041160872609
HD 110223,9.533882869881051
HD 110313,6.113157502139269
HD 110345,4.4244201741080555
HD 110375,3.2007933640297432
HD 110408,5.358460125542693
HD 110440,6.851417271483697
HD 110450,0.0857237857264845
HD 110487,
HD 110710,2.5924027980625493
HD 110822,5.311784704153847
HD 110823,1.0800345738659505
HD 110871,1.7329859535989844
HD 110892,2.6260454813688052
HD 110989,4.706168761958622
HD 111097,2.8891516040393785
HD 111153,5.901428280453411
HD 111213,2.19838796425259
HD 111238,1.6852088461611876
HD 111275,2.6256761377856694
HD 111289,4.513633500714888
HD 111347,1.2440107308585318
HD 111348,0.6948168140135746
HD 111354,2.909314155365039
HD 111470,4.083548035982952
HD 111503,4.668382518059493
HD 111545,100.0
HD 111815,2.3627283509906323
HD 111828,11.209287650105882
HD 111962,4.154945897632221
HD 112039,2.8223121978212244
HD 112149,38.56012870013389
HD 112151,2.6283571982473317
HD 112283,5.696485285915839
HD 112610,5.2021343946140215
HD 112618,1.3533302085429864
HD 112848,6.0326917366293085
HD 112857,11.209390108473732
HD 112887,2.451529267964462
HD 112945,4.322473962516519
HD 112947,9.990924266016313
HD 112974,5.812109218946456
HD 113037,3.227875052955039
HD 113084,1.024139301394843
HD 113130,1.0416152779480512
HD 113153,0.23152875596211886
HD 113240,3.388777684462933
HD 113242,5.3007427133572085
HD 113284,1.0157743793690654
HD 113354,3.3709394928978087
HD 113392,4.6420696617581925
HD 113416,2.169705594652391
HD 113468,5.081992217394307
HD 113516,3.502719568071781
HD 113577,10.74732092236467
HD 113591,3.3469850133932657
HD 113621,0.6364485760441566
HD 113668,3.90713474403247
HD 113719,5.036372066548082
HD 113744,3.197908296449938
HD 114000,2.4492098328005882
HD 114116,3.907150755921942
HD 114136,6.053375122591541
HD 114147,4.250243322119056
HD 114155,1.1665957195712
HD 114193,4.60924220047711
HD 114254,1.681573949484204
HD 114301,0.6563740091062549
HD 114380,5.8121488292803
HD 114446,11.523345031878403
HD 114494,4.442891131743242
HD 114538,7.602260796026223
HD 114649,7.336013396990732
HD 114778,3.597390632878906
HD 114845,100.0
HD 114848,1.0505815190305807
HD 114905,6.818016168364267
HD 114982,2.216888634175311
HD 114989,2.6072598382251377
HD 115123,1.7371279975724
HD 115274,2.449217870302315
HD 115350,2.9866703604797125
HD 115353,20.820748661511765
HD 115386,1.5642046383868622
HD 115503,7.324966461820003
HD 115519,5.539192894109555
HD 115605,5.374238071572439
HD 115607,2.575664795974661
HD 115655,2.9159399500779957
HD 115663,6.166056009579204
HD 115693,100.0
HD 115740,3.1915652433607287
HD 115773,4.911454695607563
HD 115809,1.7331847292962217
HD 115832,3.281516429072505
HD 115906,8.578230938126922
HD 115929,5.539212764019225
HD 116089,1.747039559034731
HD 116091,2.989990215977347
HD 116211,11.93576127055304
HD 116234,3.9513189569444003
HD 116347,11.935771777968558
HD 116738,1.2931074494266914
HD 116879,6.737472905764081
HD 116941,4.405515317036053
HD 117052,4.351361728363376
HD 117104,2.0256033874068615
HD 117105,8.57828326861445
HD 117115,2.5486719288844806
HD 117214,0.5516324110292014
HD 117264,1.613373401720274
HD 117317,1.3301981248896442
HD 117378,4.492397583480096
HD 117391,2.2523744961771968
HD 117670,38.42487633810275
HD 117695,5.4497852829186275
HD 117697,4.016459362243366
HD 117718,4.60928289911891
HD 117807,5.334161888380851
HD 117929,4.400150343720956
HD 118187,4.322549774148632
HD 118330,4.970703061053599
HD 118394,0.1984395900051113
HD 118507,1.804819437076736
HD 118523,3.8725735487413178
HD 118736,2.8858299958994893
HD 118826,
HD 118865,3.66473745673698
HD 118930,4.696976694431842
HD 118957,15.279204667996753
HD 119054,5.539231733864145
HD 119056,3.9825223812502255
HD 119119,3.8875313733610026
HD 119288,14.084400445283014
HD 119497,13.460298520562755
HD 119562,1.8727513298831169
HD 119629,2.285503672260749
HD 119638,
HD 119929,2.989990631060889
HD 120004,3.9809880844900065
HD 120007,4.228714319377396
HD 120037,3.5645921538745853
HD 120065,2.927160608849607
HD 120162,4.444136351032516
HD 120197,0.33984389039174195
HD 120250,1.617960723448985
HD 120419,4.3619955066769105
HD 120548,3.9188999150969153
HD 120691,2.94361949803364
HD 120770,3.796377897571326
HD 120893,2.5472328623689555
HD 120915,3.6434016253269834
HD 121083,2.943625478409936
HD 121103,3.152972390912058
HD 121214,1.5129629106676572
HD 121218,4.327989238253148
HD 121234,5.396088746913718
HD 121268,8.6919824360122
HD 121340,55.517452070923596
HD 121343,0.975399846791705
HD 121387,3.4819702854363275
HD 121458,3.733750642741572
HD 121496,6.334661375094719
HD 121545,5.1302508988211155
HD 121560,3.5305642399087094
HD 121664,11.523194734755467
HD 121852,5.574056073693147
HD 122040,100.0
HD 122089,3.4603237541663883
HD 122156,3.9752191657326668
HD 122196,1.0180838321010053
HD 122298,3.8524273026297156
HD 122652,4.088866214269609
HD 122657,
HD 122666,3.4603408431935736
HD 122694,1.1748153880509384
HD 122797,1.8142169836733708
HD 122800,
HD 122946,3.9580062832419127
HD 123087,
HD 123302,4.539277530687271
HD 123340,9.764360029287886
HD 123397,5.0963046552557145
HD 123402,4.582118348057944
HD 123464,2.695980606150233
HD 123573,2.287274943162177
HD 123603,2.67714646057483
HD 123626,38.57456273388357
HD 123642,5.766148945790447
HD 123811,4.960806903843195
HD 123845,2.8774369388523104
HD 123994,0.20820160563971696
HD 124115,2.105378874555808
HD 124245,
HD 124423,2.927168615699388
HD 124459,2.664856936740827
HD 124460,1.9489869435888252
HD 124500,0.08666929940401508
HD 124502,2.174878213337579
HD 124546,0.0035726461045999637
HD 124553,13.316769721369148
HD 124699,2.0721256266786034
HD 124715,
HD 124785,6.200539859090446
HD 124986,1.7602556829306812
HD 125027,2.6560415081647704
HD 125139,2.343386018629341
HD 125166,
HD 125218,1.617979535754436
HD 125231,
HD 125272,0.35023761895803684
HD 125308,2.5024799160805395
HD 125389,0.4375411495833998
HD 125400,29.510993564115743
HD 125406,2.829359395312613
HD 125408,4.378516883002977
HD 125436,2.9809243489787374
HD 125528,3.1900095980716925
HD 125857,4.031248028496486
HD 125858,1.3235965834112702
HD 126101,
HD 126141,1.4677012282873911
HD 126203,
HD 126326,0.24503671585968556
HD 126375,4.7836252695172155
HD 126390,3.1199976431726264
HD 126394,3.7081788579302546
HD 126453,11.711138493003052
HD 126620,4.07835517542387
HD 126653,5.420027013725764
HD 126675,6.715366640116623
HD 126734,4.539291337173099
HD 126831,3.2272300403719063
HD 126912,3.620354326954548
HD 127007,3.698007585993027
HD 127170,
HD 127207,2.01206521312563
HD 127245,0.768902932314277
HD 127294,37.85214396021986
HD 127403,5.6327657439921675
HD 127539,2.7728675108659577
HD 127666,4.803372315782641
HD 127667,6.458753382852011
HD 127825,2.266328545426784
HD 127850,5.06860291821642
HD 127852,2.016775988459012
HD 127861,3.1873042444735127
HD 128027,2.6022449081044097
HD 128128,4.065652098009424
HD 128185,4.712315459277034
HD 128332,4.418854175263092
HD 128340,3.4106048324872202
HD 128369,0.6431371764083308
HD 128398,5.268656350560256
HD 128493,1.5876395226753544
HD 128494,5.32072048889109
HD 128660,4.234273042102088
HD 128717,4.851769711372826
HD 128760,4.4920996709944045
HD 128772,2.727864365541153
HD 128917,4.445049584146229
HD 128931,3.2723969864451443
HD 129013,3.4588193766350863
HD 129055,3.559913575201163
HD 129060,3.9461048921243855
HD 129135,7.572956546791082
HD 129213,
HD 129226,4.116227678335274
HD 129232,
HD 129354,2.917275048864479
HD 129412,5.229058089018854
HD 129417,0.8325726511936375
HD 129425,3.732738835132568
HD 129454,6.33741795771026
HD 129501,2.5567118843431413
HD 129599,4.42446231874008
HD 129698,2.6585496682374683
HD 130102,55.67363174697256
HD 130125,4.065681347010551
HD 130238,2.446833550287103
HD 130240,28.874899055620396
HD 130253,2.9880354003993643
HD 130268,2.3144678824094678
HD 130360,5.481697770989516
HD 130396,3.5160418848229678
HD 130445,4.235244547172221
HD 130460,1.6713344688846203
HD 130503,4.685713854170142
HD 130551,3.4431605681485284
HD 130555,4.524193467682821
HD 130582,5.148229857449965
HD 130585,5.072521555847919
HD 130620,1.3040765485306955
HD 130672,2.147555057274455
HD 130679,4.128088476856326
HD 130714,28.874968592418686
HD 130761,4.49211667896143
HD 130801,
HD 130809,5.068591654278696
HD 130852,3.5905921771556573
HD 130904,28.87861127365165
HD 130916,6.089482262085884
HD 130943,1.8775012263799091
HD 130987,3.419452150179404
HD 130989,
HD 131039,5.766159975445592
HD 131194,3.2104312187489885
HD 131271,14.93525533468045
HD 131301,2.3144464278069914
HD 131337,
HD 131417,28.878550802984325
HD 131435,2.3783359151798344
HD 131438,4.973054232682791
HD 131495,5.541710937069984
HD 131574,1.0759206685776852
HD 131599,11.710999634312854
HD 131787,2.3538102469407676
HD 132005,3.2839433715495048
HD 132122,3.3712512291799435
HD 132249,4.060804532251192
HD 132301,2.652067597190415
HD 132475,
HD 132560,4.187678939269885
HD 132602,2.9548535155717293
HD 132736,0.8785643356425177
HD 132864,3.2839374397400163
HD 132893,10.744890943073145
HD 132913,3.5915866809509054
HD 133070,1.452599404144531
HD 133295,4.8296114862903075
HD 133351,2.842881330511006
HD 133469,2.5793794913723875
HD 133482,4.909899585076783
HD 133644,1.750028445600613
HD 133795,5.499917362256904
HD 133814,2.2437356310409577
HD 133913,
HD 134044,4.214674293740404
HD 134061,3.367459209921936
HD 134191,0.6842590894583852
HD 134231,28.875101624113416
HD 134280,1.3853485854414787
HD 134495,5.44408343887179
HD 134694,12.826439974155154
HD 134792,4.846353596531127
HD 134853,2.308934801549535
HD 135151,2.7469710897189654
HD 135200,4.205698259739899
HD 135468,6.177993880946433
HD 135528,0.2357525622045287
HD 135669,100.0
HD 136047,2.52987558461307
HD 136118,3.004814440817581
HD 136124,1.0600158302523943
HD 136179,0.24512326876595944
HD 136205,100.0
HD 136301,1.4641857153469744
HD 136440,3.8132021425496325
HD 136497,
HD 136544,0.06419638919916448
HD 136580,5.722228312750754
HD 136654,4.5158270230086135
HD 136696,1.5456347987241692
HD 137157,3.4692093786508273
HD 137294,1.6248600374821351
HD 137410,37.84839047613957
HD 137520,5.725296611668295
HD 137619,4.205267439101401
HD 137705,1.749921267192035
HD 137804,4.680203827541966
HD 137870,4.075508057176121
HD 137992,2.964244858484229
HD 138057,3.3674871439716982
HD 138115,6.23661692200297
HD 138148,4.492160423274006
HD 138246,14.202053869773748
HD 138339,3.949260296782109
HD 138465,2.0782991585955717
HD 138593,3.946128435666725
HD 138686,0.3250314750346205
HD 138741,3.626309652453119
HD 138750,2.1308535642084117
HD 138808,1.848247430247523
HD 138924,5.849433307764549
HD 139089,1.6860110871679193
HD 139200,0.5912067897071887
HD 139375,1.0608812208213236
HD 139389,0.4624966597476994
HD 139438,4.158308960954732
HD 139457,1.8437783530270586
HD 139478,0.7057463527377399
HD 139522,1.668694595652479
HD 139539,1.6860104642734897
HD 139720,3.735086866831342
HD 139843,
HD 139876,1.377306160431082
HD 140229,1.1286965478288342
HD 140341,1.522850683372104
HD 140370,0.2875678110479368
HD 140408,8.017044118779161
HD 140412,3.4123071819678654
HD 140571,4.515859875287505
HD 140592,6.515584562049082
HD 140612,1.155844384189201
HD 140721,3.2029991195052974
HD 140812,6.852794325667851
HD 140876,2.964083929083826
HD 140925,9.24169118684229
HD 141103,0.30129721830667233
HD 141107,5.419883919363307
HD 141128,4.18270299687939
HD 141171,5.098416443315817
HD 141294,13.249535573501669
HD 141398,2.009661058805279
HD 141416,1.8850879520932284
HD 141465,1.0671538977005848
